Export Channel Data with rate of 32 samples per second.

Client: 999 - Test Test	Channel Set: Test Channel Set.chs
Session Date: 9/3/2010		Session Time: 3:04:05 PM
Start Time: 00:00:00.000		End Time: 00:02:04.063

Time,SC-Pro/Flex - 1B
4.71875000000,3.321
4.75000000000,3.320
4.78125000000,3.319
4.81250000000,3.318
4.84375000000,3.316
4.87500000000,3.315
4.90625000000,3.313
4.93750000000,3.312
4.96875000000,3.310
5.00000000000,3.309
5.03125000000,3.307
5.06250000000,3.304
5.09375000000,3.301
5.12500000000,3.298
5.15625000000,3.295
5.18750000000,3.292
5.21875000000,3.289
5.25000000000,3.286
5.28125000000,3.283
5.31250000000,3.281
5.34375000000,3.278
5.37500000000,3.275
5.40625000000,3.272
5.43750000000,3.269
5.46875000000,3.266
5.50000000000,3.264
5.53125000000,3.261
5.56250000000,3.259
5.59375000000,3.256
5.62500000000,3.254
5.65625000000,3.252
5.68750000000,3.249
5.71875000000,3.247
5.75000000000,3.245
5.78125000000,3.243
5.81250000000,3.241
5.84375000000,3.239
5.87500000000,3.237
5.90625000000,3.235
5.93750000000,3.233
5.96875000000,3.231
6.00000000000,3.229
6.03125000000,3.227
6.06250000000,3.225
6.09375000000,3.223
6.12500000000,3.220
6.15625000000,3.218
6.18750000000,3.215
6.21875000000,3.212
6.25000000000,3.210
6.28125000000,3.207
6.31250000000,3.205
6.34375000000,3.202
6.37500000000,3.200
6.40625000000,3.198
6.43750000000,3.196
6.46875000000,3.193
6.50000000000,3.191
6.53125000000,3.189
6.56250000000,3.187
6.59375000000,3.185
6.62500000000,3.183
6.65625000000,3.181
6.68750000000,3.180
6.71875000000,3.178
6.75000000000,3.176
6.78125000000,3.175
6.81250000000,3.173
6.84375000000,3.172
6.87500000000,3.170
6.90625000000,3.168
6.93750000000,3.167
6.96875000000,3.165
7.00000000000,3.164
7.03125000000,3.162
7.06250000000,3.161
7.09375000000,3.160
7.12500000000,3.159
7.15625000000,3.157
7.18750000000,3.155
7.21875000000,3.153
7.25000000000,3.151
7.28125000000,3.149
7.31250000000,3.147
7.34375000000,3.146
7.37500000000,3.144
7.40625000000,3.142
7.43750000000,3.141
7.46875000000,3.139
7.50000000000,3.137
7.53125000000,3.136
7.56250000000,3.134
7.59375000000,3.133
7.62500000000,3.131
7.65625000000,3.130
7.68750000000,3.129
7.71875000000,3.127
7.75000000000,3.126
7.78125000000,3.125
7.81250000000,3.124
7.84375000000,3.123
7.87500000000,3.122
7.90625000000,3.121
7.93750000000,3.120
7.96875000000,3.119
8.00000000000,3.118
8.03125000000,3.117
8.06250000000,3.116
8.09375000000,3.115
8.12500000000,3.114
8.15625000000,3.113
8.18750000000,3.111
8.21875000000,3.110
8.25000000000,3.108
8.28125000000,3.106
8.31250000000,3.105
8.34375000000,3.103
8.37500000000,3.102
8.40625000000,3.100
8.43750000000,3.099
8.46875000000,3.098
8.50000000000,3.096
8.53125000000,3.094
8.56250000000,3.093
8.59375000000,3.092
8.62500000000,3.091
8.65625000000,3.089
8.68750000000,3.088
8.71875000000,3.087
8.75000000000,3.086
8.78125000000,3.085
8.81250000000,3.083
8.84375000000,3.082
8.87500000000,3.082
8.90625000000,3.080
8.93750000000,3.079
8.96875000000,3.078
9.00000000000,3.077
9.03125000000,3.076
9.06250000000,3.075
9.09375000000,3.074
9.12500000000,3.073
9.15625000000,3.072
9.18750000000,3.070
9.21875000000,3.068
9.25000000000,3.066
9.28125000000,3.065
9.31250000000,3.064
9.34375000000,3.062
9.37500000000,3.061
9.40625000000,3.060
9.43750000000,3.058
9.46875000000,3.057
9.50000000000,3.056
9.53125000000,3.054
9.56250000000,3.053
9.59375000000,3.052
9.62500000000,3.051
9.65625000000,3.050
9.68750000000,3.048
9.71875000000,3.048
9.75000000000,3.046
9.78125000000,3.046
9.81250000000,3.045
9.84375000000,3.044
9.87500000000,3.043
9.90625000000,3.042
9.93750000000,3.041
9.96875000000,3.040
10.00000000000,3.039
10.03125000000,3.038
10.06250000000,3.037
10.09375000000,3.037
10.12500000000,3.036
10.15625000000,3.034
10.18750000000,3.033
10.21875000000,3.031
10.25000000000,3.030
10.28125000000,3.028
10.31250000000,3.027
10.34375000000,3.026
10.37500000000,3.024
10.40625000000,3.023
10.43750000000,3.022
10.46875000000,3.020
10.50000000000,3.019
10.53125000000,3.018
10.56250000000,3.017
10.59375000000,3.016
10.62500000000,3.015
10.65625000000,3.014
10.68750000000,3.013
10.71875000000,3.012
10.75000000000,3.011
10.78125000000,3.010
10.81250000000,3.009
10.84375000000,3.008
10.87500000000,3.007
10.90625000000,3.006
10.93750000000,3.005
10.96875000000,3.005
11.00000000000,3.004
11.03125000000,3.003
11.06250000000,3.002
11.09375000000,3.002
11.12500000000,3.001
11.15625000000,3.000
11.18750000000,2.999
11.21875000000,2.998
11.25000000000,2.996
11.28125000000,2.995
11.31250000000,2.994
11.34375000000,2.992
11.37500000000,2.991
11.40625000000,2.990
11.43750000000,2.989
11.46875000000,2.988
11.50000000000,2.987
11.53125000000,2.985
11.56250000000,2.984
11.59375000000,2.983
11.62500000000,2.982
11.65625000000,2.981
11.68750000000,2.980
11.71875000000,2.979
11.75000000000,2.979
11.78125000000,2.978
11.81250000000,2.977
11.84375000000,2.976
11.87500000000,2.975
11.90625000000,2.974
11.93750000000,2.973
11.96875000000,2.972
12.00000000000,2.972
12.03125000000,2.971
12.06250000000,2.971
12.09375000000,2.970
12.12500000000,2.969
12.15625000000,2.968
12.18750000000,2.966
12.21875000000,2.965
12.25000000000,2.964
12.28125000000,2.962
12.31250000000,2.961
12.34375000000,2.960
12.37500000000,2.959
12.40625000000,2.958
12.43750000000,2.956
12.46875000000,2.955
12.50000000000,2.954
12.53125000000,2.953
12.56250000000,2.952
12.59375000000,2.951
12.62500000000,2.950
12.65625000000,2.949
12.68750000000,2.948
12.71875000000,2.947
12.75000000000,2.946
12.78125000000,2.945
12.81250000000,2.944
12.84375000000,2.944
12.87500000000,2.943
12.90625000000,2.942
12.93750000000,2.941
12.96875000000,2.940
13.00000000000,2.940
13.03125000000,2.939
13.06250000000,2.938
13.09375000000,2.937
13.12500000000,2.936
13.15625000000,2.935
13.18750000000,2.934
13.21875000000,2.933
13.25000000000,2.932
13.28125000000,2.930
13.31250000000,2.930
13.34375000000,2.929
13.37500000000,2.928
13.40625000000,2.926
13.43750000000,2.925
13.46875000000,2.924
13.50000000000,2.923
13.53125000000,2.922
13.56250000000,2.921
13.59375000000,2.920
13.62500000000,2.919
13.65625000000,2.919
13.68750000000,2.918
13.71875000000,2.917
13.75000000000,2.916
13.78125000000,2.916
13.81250000000,2.915
13.84375000000,2.914
13.87500000000,2.913
13.90625000000,2.912
13.93750000000,2.912
13.96875000000,2.911
14.00000000000,2.911
14.03125000000,2.910
14.06250000000,2.909
14.09375000000,2.908
14.12500000000,2.907
14.15625000000,2.906
14.18750000000,2.905
14.21875000000,2.904
14.25000000000,2.903
14.28125000000,2.902
14.31250000000,2.902
14.34375000000,2.901
14.37500000000,2.899
14.40625000000,2.898
14.43750000000,2.898
14.46875000000,2.897
14.50000000000,2.896
14.53125000000,2.895
14.56250000000,2.894
14.59375000000,2.893
14.62500000000,2.892
14.65625000000,2.892
14.68750000000,2.891
14.71875000000,2.890
14.75000000000,2.889
14.78125000000,2.889
14.81250000000,2.888
14.84375000000,2.887
14.87500000000,2.887
14.90625000000,2.886
14.93750000000,2.886
14.96875000000,2.885
15.00000000000,2.884
15.03125000000,2.883
15.06250000000,2.882
15.09375000000,2.881
15.12500000000,2.880
15.15625000000,2.879
15.18750000000,2.878
15.21875000000,2.877
15.25000000000,2.876
15.28125000000,2.875
15.31250000000,2.874
15.34375000000,2.873
15.37500000000,2.871
15.40625000000,2.871
15.43750000000,2.870
15.46875000000,2.869
15.50000000000,2.868
15.53125000000,2.867
15.56250000000,2.866
15.59375000000,2.865
15.62500000000,2.865
15.65625000000,2.864
15.68750000000,2.863
15.71875000000,2.862
15.75000000000,2.861
15.78125000000,2.860
15.81250000000,2.860
15.84375000000,2.859
15.87500000000,2.858
15.90625000000,2.857
15.93750000000,2.856
15.96875000000,2.855
16.00000000000,2.854
16.03125000000,2.853
16.06250000000,2.852
16.09375000000,2.850
16.12500000000,2.850
16.15625000000,2.849
16.18750000000,2.848
16.21875000000,2.847
16.25000000000,2.846
16.28125000000,2.845
16.31250000000,2.844
16.34375000000,2.844
16.37500000000,2.843
16.40625000000,2.842
16.43750000000,2.841
16.46875000000,2.841
16.50000000000,2.840
16.53125000000,2.839
16.56250000000,2.839
16.59375000000,2.838
16.62500000000,2.837
16.65625000000,2.837
16.68750000000,2.836
16.71875000000,2.836
16.75000000000,2.835
16.78125000000,2.835
16.81250000000,2.834
16.84375000000,2.834
16.87500000000,2.833
16.90625000000,2.832
16.93750000000,2.831
16.96875000000,2.830
17.00000000000,2.829
17.03125000000,2.828
17.06250000000,2.827
17.09375000000,2.827
17.12500000000,2.826
17.15625000000,2.825
17.18750000000,2.824
17.21875000000,2.824
17.25000000000,2.823
17.28125000000,2.822
17.31250000000,2.821
17.34375000000,2.820
17.37500000000,2.820
17.40625000000,2.819
17.43750000000,2.819
17.46875000000,2.818
17.50000000000,2.817
17.53125000000,2.817
17.56250000000,2.816
17.59375000000,2.816
17.62500000000,2.815
17.65625000000,2.814
17.68750000000,2.814
17.71875000000,2.813
17.75000000000,2.813
17.78125000000,2.812
17.81250000000,2.812
17.84375000000,2.811
17.87500000000,2.810
17.90625000000,2.809
17.93750000000,2.808
17.96875000000,2.807
18.00000000000,2.806
18.03125000000,2.805
18.06250000000,2.804
18.09375000000,2.803
18.12500000000,2.802
18.15625000000,2.801
18.18750000000,2.800
18.21875000000,2.799
18.25000000000,2.798
18.28125000000,2.797
18.31250000000,2.796
18.34375000000,2.796
18.37500000000,2.795
18.40625000000,2.794
18.43750000000,2.793
18.46875000000,2.793
18.50000000000,2.792
18.53125000000,2.791
18.56250000000,2.791
18.59375000000,2.790
18.62500000000,2.789
18.65625000000,2.789
18.68750000000,2.788
18.71875000000,2.788
18.75000000000,2.787
18.78125000000,2.787
18.81250000000,2.786
18.84375000000,2.785
18.87500000000,2.784
18.90625000000,2.783
18.93750000000,2.782
18.96875000000,2.781
19.00000000000,2.780
19.03125000000,2.779
19.06250000000,2.778
19.09375000000,2.778
19.12500000000,2.777
19.15625000000,2.776
19.18750000000,2.775
19.21875000000,2.774
19.25000000000,2.774
19.28125000000,2.773
19.31250000000,2.773
19.34375000000,2.772
19.37500000000,2.772
19.40625000000,2.771
19.43750000000,2.770
19.46875000000,2.770
19.50000000000,2.769
19.53125000000,2.768
19.56250000000,2.768
19.59375000000,2.767
19.62500000000,2.767
19.65625000000,2.766
19.68750000000,2.766
19.71875000000,2.766
19.75000000000,2.765
19.78125000000,2.765
19.81250000000,2.764
19.84375000000,2.763
19.87500000000,2.763
19.90625000000,2.762
19.93750000000,2.761
19.96875000000,2.760
20.00000000000,2.759
20.03125000000,2.758
20.06250000000,2.757
20.09375000000,2.756
20.12500000000,2.755
20.15625000000,2.754
20.18750000000,2.754
20.21875000000,2.752
20.25000000000,2.751
20.28125000000,2.750
20.31250000000,2.750
20.34375000000,2.749
20.37500000000,2.748
20.40625000000,2.747
20.43750000000,2.747
20.46875000000,2.746
20.50000000000,2.746
20.53125000000,2.745
20.56250000000,2.744
20.59375000000,2.743
20.62500000000,2.743
20.65625000000,2.742
20.68750000000,2.741
20.71875000000,2.741
20.75000000000,2.740
20.78125000000,2.739
20.81250000000,2.739
20.84375000000,2.738
20.87500000000,2.737
20.90625000000,2.736
20.93750000000,2.734
20.96875000000,2.733
21.00000000000,2.732
21.03125000000,2.731
21.06250000000,2.730
21.09375000000,2.729
21.12500000000,2.728
21.15625000000,2.727
21.18750000000,2.726
21.21875000000,2.725
21.25000000000,2.724
21.28125000000,2.723
21.31250000000,2.723
21.34375000000,2.722
21.37500000000,2.721
21.40625000000,2.720
21.43750000000,2.720
21.46875000000,2.719
21.50000000000,2.719
21.53125000000,2.718
21.56250000000,2.717
21.59375000000,2.717
21.62500000000,2.716
21.65625000000,2.715
21.68750000000,2.715
21.71875000000,2.714
21.75000000000,2.714
21.78125000000,2.714
21.81250000000,2.713
21.84375000000,2.713
21.87500000000,2.712
21.90625000000,2.711
21.93750000000,2.710
21.96875000000,2.709
22.00000000000,2.708
22.03125000000,2.708
22.06250000000,2.707
22.09375000000,2.706
22.12500000000,2.705
22.15625000000,2.705
22.18750000000,2.704
22.21875000000,2.704
22.25000000000,2.703
22.28125000000,2.703
22.31250000000,2.703
22.34375000000,2.702
22.37500000000,2.702
22.40625000000,2.702
22.43750000000,2.701
22.46875000000,2.701
22.50000000000,2.701
22.53125000000,2.701
22.56250000000,2.701
22.59375000000,2.700
22.62500000000,2.700
22.65625000000,2.700
22.68750000000,2.700
22.71875000000,2.700
22.75000000000,2.700
22.78125000000,2.700
22.81250000000,2.699
22.84375000000,2.699
22.87500000000,2.698
22.90625000000,2.698
22.93750000000,2.697
22.96875000000,2.697
23.00000000000,2.696
23.03125000000,2.696
23.06250000000,2.695
23.09375000000,2.694
23.12500000000,2.694
23.15625000000,2.693
23.18750000000,2.693
23.21875000000,2.692
23.25000000000,2.691
23.28125000000,2.691
23.31250000000,2.690
23.34375000000,2.690
23.37500000000,2.689
23.40625000000,2.689
23.43750000000,2.689
23.46875000000,2.688
23.50000000000,2.688
23.53125000000,2.687
23.56250000000,2.687
23.59375000000,2.686
23.62500000000,2.686
23.65625000000,2.685
23.68750000000,2.685
23.71875000000,2.685
23.75000000000,2.684
23.78125000000,2.684
23.81250000000,2.682
23.84375000000,2.681
23.87500000000,2.680
23.90625000000,2.679
23.93750000000,2.678
23.96875000000,2.677
24.00000000000,2.676
24.03125000000,2.675
24.06250000000,2.674
24.09375000000,2.673
24.12500000000,2.672
24.15625000000,2.671
24.18750000000,2.670
24.21875000000,2.669
24.25000000000,2.668
24.28125000000,2.667
24.31250000000,2.667
24.34375000000,2.666
24.37500000000,2.665
24.40625000000,2.664
24.43750000000,2.663
24.46875000000,2.663
24.50000000000,2.662
24.53125000000,2.661
24.56250000000,2.661
24.59375000000,2.660
24.62500000000,2.659
24.65625000000,2.658
24.68750000000,2.658
24.71875000000,2.657
24.75000000000,2.656
24.78125000000,2.655
24.81250000000,2.654
24.84375000000,2.653
24.87500000000,2.652
24.90625000000,2.651
24.93750000000,2.650
24.96875000000,2.649
25.00000000000,2.648
25.03125000000,2.647
25.06250000000,2.646
25.09375000000,2.645
25.12500000000,2.644
25.15625000000,2.643
25.18750000000,2.642
25.21875000000,2.641
25.25000000000,2.640
25.28125000000,2.639
25.31250000000,2.639
25.34375000000,2.638
25.37500000000,2.637
25.40625000000,2.636
25.43750000000,2.636
25.46875000000,2.635
25.50000000000,2.634
25.53125000000,2.633
25.56250000000,2.633
25.59375000000,2.632
25.62500000000,2.631
25.65625000000,2.630
25.68750000000,2.630
25.71875000000,2.629
25.75000000000,2.628
25.78125000000,2.627
25.81250000000,2.626
25.84375000000,2.625
25.87500000000,2.624
25.90625000000,2.623
25.93750000000,2.622
25.96875000000,2.622
26.00000000000,2.621
26.03125000000,2.620
26.06250000000,2.619
26.09375000000,2.618
26.12500000000,2.617
26.15625000000,2.616
26.18750000000,2.615
26.21875000000,2.614
26.25000000000,2.614
26.28125000000,2.613
26.31250000000,2.612
26.34375000000,2.611
26.37500000000,2.611
26.40625000000,2.610
26.43750000000,2.610
26.46875000000,2.609
26.50000000000,2.608
26.53125000000,2.608
26.56250000000,2.607
26.59375000000,2.607
26.62500000000,2.606
26.65625000000,2.605
26.68750000000,2.604
26.71875000000,2.603
26.75000000000,2.602
26.78125000000,2.601
26.81250000000,2.600
26.84375000000,2.599
26.87500000000,2.598
26.90625000000,2.597
26.93750000000,2.596
26.96875000000,2.596
27.00000000000,2.595
27.03125000000,2.594
27.06250000000,2.593
27.09375000000,2.592
27.12500000000,2.591
27.15625000000,2.590
27.18750000000,2.590
27.21875000000,2.589
27.25000000000,2.588
27.28125000000,2.588
27.31250000000,2.587
27.34375000000,2.586
27.37500000000,2.586
27.40625000000,2.585
27.43750000000,2.585
27.46875000000,2.584
27.50000000000,2.583
27.53125000000,2.583
27.56250000000,2.582
27.59375000000,2.581
27.62500000000,2.580
27.65625000000,2.579
27.68750000000,2.578
27.71875000000,2.577
27.75000000000,2.576
27.78125000000,2.575
27.81250000000,2.574
27.84375000000,2.574
27.87500000000,2.572
27.90625000000,2.572
27.93750000000,2.571
27.96875000000,2.570
28.00000000000,2.569
28.03125000000,2.568
28.06250000000,2.568
28.09375000000,2.567
28.12500000000,2.566
28.15625000000,2.565
28.18750000000,2.565
28.21875000000,2.564
28.25000000000,2.563
28.28125000000,2.562
28.31250000000,2.562
28.34375000000,2.561
28.37500000000,2.561
28.40625000000,2.560
28.43750000000,2.559
28.46875000000,2.558
28.50000000000,2.557
28.53125000000,2.556
28.56250000000,2.555
28.59375000000,2.555
28.62500000000,2.554
28.65625000000,2.553
28.68750000000,2.552
28.71875000000,2.551
28.75000000000,2.550
28.78125000000,2.549
28.81250000000,2.548
28.84375000000,2.548
28.87500000000,2.547
28.90625000000,2.546
28.93750000000,2.546
28.96875000000,2.545
29.00000000000,2.544
29.03125000000,2.544
29.06250000000,2.543
29.09375000000,2.543
29.12500000000,2.542
29.15625000000,2.541
29.18750000000,2.541
29.21875000000,2.540
29.25000000000,2.540
29.28125000000,2.539
29.31250000000,2.538
29.34375000000,2.538
29.37500000000,2.537
29.40625000000,2.536
29.43750000000,2.535
29.46875000000,2.534
29.50000000000,2.533
29.53125000000,2.533
29.56250000000,2.532
29.59375000000,2.531
29.62500000000,2.530
29.65625000000,2.530
29.68750000000,2.529
29.71875000000,2.528
29.75000000000,2.527
29.78125000000,2.526
29.81250000000,2.525
29.84375000000,2.525
29.87500000000,2.524
29.90625000000,2.523
29.93750000000,2.523
29.96875000000,2.522
30.00000000000,2.521
30.03125000000,2.521
30.06250000000,2.520
30.09375000000,2.520
30.12500000000,2.519
30.15625000000,2.518
30.18750000000,2.518
30.21875000000,2.517
30.25000000000,2.516
30.28125000000,2.515
30.31250000000,2.514
30.34375000000,2.513
30.37500000000,2.512
30.40625000000,2.512
30.43750000000,2.511
30.46875000000,2.510
30.50000000000,2.509
30.53125000000,2.508
30.56250000000,2.507
30.59375000000,2.506
30.62500000000,2.506
30.65625000000,2.505
30.68750000000,2.504
30.71875000000,2.503
30.75000000000,2.503
30.78125000000,2.502
30.81250000000,2.501
30.84375000000,2.501
30.87500000000,2.500
30.90625000000,2.499
30.93750000000,2.499
30.96875000000,2.498
31.00000000000,2.498
31.03125000000,2.497
31.06250000000,2.496
31.09375000000,2.496
31.12500000000,2.495
31.15625000000,2.494
31.18750000000,2.493
31.21875000000,2.492
31.25000000000,2.491
31.28125000000,2.490
31.31250000000,2.489
31.34375000000,2.488
31.37500000000,2.488
31.40625000000,2.487
31.43750000000,2.486
31.46875000000,2.485
31.50000000000,2.484
31.53125000000,2.484
31.56250000000,2.483
31.59375000000,2.482
31.62500000000,2.481
31.65625000000,2.481
31.68750000000,2.480
31.71875000000,2.480
31.75000000000,2.479
31.78125000000,2.479
31.81250000000,2.478
31.84375000000,2.478
31.87500000000,2.477
31.90625000000,2.477
31.93750000000,2.476
31.96875000000,2.476
32.00000000000,2.475
32.03125000000,2.474
32.06250000000,2.473
32.09375000000,2.472
32.12500000000,2.472
32.15625000000,2.470
32.18750000000,2.469
32.21875000000,2.468
32.25000000000,2.468
32.28125000000,2.467
32.31250000000,2.466
32.34375000000,2.465
32.37500000000,2.464
32.40625000000,2.464
32.43750000000,2.463
32.46875000000,2.462
32.50000000000,2.461
32.53125000000,2.461
32.56250000000,2.460
32.59375000000,2.459
32.62500000000,2.458
32.65625000000,2.458
32.68750000000,2.457
32.71875000000,2.457
32.75000000000,2.456
32.78125000000,2.455
32.81250000000,2.455
32.84375000000,2.454
32.87500000000,2.454
32.90625000000,2.453
32.93750000000,2.452
32.96875000000,2.452
33.00000000000,2.451
33.03125000000,2.451
33.06250000000,2.450
33.09375000000,2.449
33.12500000000,2.448
33.15625000000,2.447
33.18750000000,2.446
33.21875000000,2.445
33.25000000000,2.444
33.28125000000,2.444
33.31250000000,2.443
33.34375000000,2.442
33.37500000000,2.441
33.40625000000,2.441
33.43750000000,2.440
33.46875000000,2.439
33.50000000000,2.438
33.53125000000,2.438
33.56250000000,2.437
33.59375000000,2.437
33.62500000000,2.436
33.65625000000,2.435
33.68750000000,2.435
33.71875000000,2.434
33.75000000000,2.434
33.78125000000,2.433
33.81250000000,2.432
33.84375000000,2.432
33.87500000000,2.431
33.90625000000,2.431
33.93750000000,2.430
33.96875000000,2.429
34.00000000000,2.429
34.03125000000,2.428
34.06250000000,2.427
34.09375000000,2.426
34.12500000000,2.425
34.15625000000,2.424
34.18750000000,2.424
34.21875000000,2.423
34.25000000000,2.422
34.28125000000,2.421
34.31250000000,2.421
34.34375000000,2.420
34.37500000000,2.419
34.40625000000,2.419
34.43750000000,2.418
34.46875000000,2.417
34.50000000000,2.417
34.53125000000,2.416
34.56250000000,2.416
34.59375000000,2.415
34.62500000000,2.415
34.65625000000,2.414
34.68750000000,2.414
34.71875000000,2.413
34.75000000000,2.412
34.78125000000,2.412
34.81250000000,2.412
34.84375000000,2.411
34.87500000000,2.410
34.90625000000,2.410
34.93750000000,2.410
34.96875000000,2.409
35.00000000000,2.409
35.03125000000,2.408
35.06250000000,2.407
35.09375000000,2.407
35.12500000000,2.406
35.15625000000,2.405
35.18750000000,2.405
35.21875000000,2.404
35.25000000000,2.404
35.28125000000,2.403
35.31250000000,2.403
35.34375000000,2.402
35.37500000000,2.402
35.40625000000,2.401
35.43750000000,2.401
35.46875000000,2.400
35.50000000000,2.400
35.53125000000,2.399
35.56250000000,2.399
35.59375000000,2.398
35.62500000000,2.398
35.65625000000,2.397
35.68750000000,2.397
35.71875000000,2.397
35.75000000000,2.397
35.78125000000,2.396
35.81250000000,2.396
35.84375000000,2.396
35.87500000000,2.395
35.90625000000,2.395
35.93750000000,2.395
35.96875000000,2.394
36.00000000000,2.394
36.03125000000,2.393
36.06250000000,2.393
36.09375000000,2.392
36.12500000000,2.392
36.15625000000,2.392
36.18750000000,2.391
36.21875000000,2.391
36.25000000000,2.391
36.28125000000,2.390
36.31250000000,2.390
36.34375000000,2.390
36.37500000000,2.389
36.40625000000,2.389
36.43750000000,2.389
36.46875000000,2.388
36.50000000000,2.388
36.53125000000,2.387
36.56250000000,2.387
36.59375000000,2.387
36.62500000000,2.387
36.65625000000,2.386
36.68750000000,2.386
36.71875000000,2.386
36.75000000000,2.386
36.78125000000,2.386
36.81250000000,2.386
36.84375000000,2.385
36.87500000000,2.385
36.90625000000,2.385
36.93750000000,2.384
36.96875000000,2.384
37.00000000000,2.383
37.03125000000,2.383
37.06250000000,2.382
37.09375000000,2.382
37.12500000000,2.381
37.15625000000,2.381
37.18750000000,2.380
37.21875000000,2.380
37.25000000000,2.379
37.28125000000,2.379
37.31250000000,2.378
37.34375000000,2.378
37.37500000000,2.377
37.40625000000,2.377
37.43750000000,2.376
37.46875000000,2.376
37.50000000000,2.375
37.53125000000,2.375
37.56250000000,2.375
37.59375000000,2.374
37.62500000000,2.374
37.65625000000,2.373
37.68750000000,2.373
37.71875000000,2.373
37.75000000000,2.373
37.78125000000,2.372
37.81250000000,2.372
37.84375000000,2.372
37.87500000000,2.371
37.90625000000,2.370
37.93750000000,2.370
37.96875000000,2.369
38.00000000000,2.369
38.03125000000,2.368
38.06250000000,2.368
38.09375000000,2.367
38.12500000000,2.367
38.15625000000,2.366
38.18750000000,2.366
38.21875000000,2.366
38.25000000000,2.365
38.28125000000,2.365
38.31250000000,2.364
38.34375000000,2.364
38.37500000000,2.363
38.40625000000,2.363
38.43750000000,2.363
38.46875000000,2.362
38.50000000000,2.362
38.53125000000,2.362
38.56250000000,2.361
38.59375000000,2.361
38.62500000000,2.361
38.65625000000,2.360
38.68750000000,2.360
38.71875000000,2.359
38.75000000000,2.359
38.78125000000,2.359
38.81250000000,2.359
38.84375000000,2.358
38.87500000000,2.357
38.90625000000,2.357
38.93750000000,2.356
38.96875000000,2.356
39.00000000000,2.355
39.03125000000,2.355
39.06250000000,2.355
